Code_INSEE;Nom_commune;Code_postal;coordonnees_gps;Population
71465;ST MICAUD;71460;46.6924, 4.52705;282
71468;ST PIERRE DE VARENNES;71670;46.8471, 4.50903;877
2A362;ZONZA;20144;41.7214, 9.26624;2722
2B003;AITI;20244;42.4043, 9.22874;33
2B005;ALANDO;20212;42.3073, 9.2863;38
2B029;BARBAGGIO;20253;42.6842, 9.36802;280
2B033;BASTIA;20600;42.6865, 9.42502;45094
2B043;BRANDO;20222;42.7793, 9.4503;1686
2B046;CAGNANO;20228;42.872, 9.44402;173
2B049;CALENZANA;20214;42.4784, 8.80369;2307
2B067;CARPINETO;20229;42.356, 9.37994;32
2B068;CARTICASI;20244;42.3479, 9.30372;32
2B075;CASEVECCHIE;20270;42.1355, 9.36806;65
2B077;CASTELLARE DI CASINCA;20213;42.4706, 9.50131;638
2B078;CASTELLARE DI MERCURIO;20212;42.3101, 9.24655;33
2B082;CASTINETA;20218;42.4282, 9.27332;45
2B087;CERVIONE;20221;42.3211, 9.51543;1926
2B093;CORBARA;20220;42.6171, 8.90165;990
2B093;CORBARA;20256;42.6171, 8.90165;990
2B095;CORSCIA;20224;42.3691, 9.05558;136
2B102;CROCICCHIA;20290;42.4737, 9.35236;72
2B105;ERBAJOLO;20212;42.2523, 9.26308;107
2B111;FELCE;20234;42.3463, 9.42479;50
2B116;FOCICCHIA;20212;42.25, 9.29254;25
2B120;FURIANI;20600;42.6523, 9.41726;5856
2B124;GHISONI;20227;42.0908, 9.21027;220
2B125;GIOCATOJO;20237;42.4437, 9.34587;46
2B135;ISOLACCIO DI FIUMORBO;20243;42.0157, 9.2644;334
2B155;MATRA;20270;42.2832, 9.38757;41
2B159;MERIA;20287;42.92, 9.43682;109
2B162;MOLTIFAO;20218;42.4744, 9.12323;687
2B165;MONCALE;20214;42.5034, 8.81947;321
2B168;MONTICELLO;20220;42.6217, 8.96128;1958
2B169;MOROSAGLIA;20218;42.4477, 9.25469;1165
2B170;MORSIGLIA;20238;42.9359, 9.37348;137
2B176;NOCARIO;20229;42.3952, 9.34913;69
2B184;OLCANI;20217;42.806, 9.38654;80
2B190;OLMI CAPPELLA;20259;42.5203, 9.02009;181
2B193;OMESSA;20236;42.3828, 9.19363;564
2B194;ORTALE;20234;42.3108, 9.43462;26
2B201;PANCHERACCIA;20251;42.1965, 9.40495;185
2B207;PENTA DI CASINCA;20213;42.4548, 9.49604;3443
2B208;PERELLI;20234;42.3143, 9.38909;111
2B225;PIETRA DI VERDE;20230;42.2923, 9.4443;113
2B229;PIETROSO;20242;42.1256, 9.30102;260
2B230;PIEVE;20246;42.5857, 9.27821;116
2B238;POGGIO DI VENACO;20250;42.2685, 9.20707;218
2B242;POGGIO MEZZANA;20230;42.4014, 9.51196;656
2B243;POLVEROSO;20229;42.4013, 9.36127;39
2B245;PORRI;20215;42.4494, 9.44236;50
2B257;RAPALE;20246;42.6204, 9.29646;150
2B261;ROGLIANO;20247;42.972, 9.4254;584
2B277;SERRA DI FIUMORBO;20243;41.9717, 9.33015;329
2B287;SORIO;20246;42.5778, 9.2443;138
2B299;SAN GAVINO D AMPUGNANI;20213;42.4175, 9.42543;105
2B301;SAN GAVINO DI TENDA;20246;42.6531, 9.15172;71
2B303;SAN GIULIANO;20230;42.2881, 9.52881;690
2B309;SANTA MARIA DI LOTA;20200;42.7511, 9.42464;1769
2B314;SANTO PIETRO DI TENDA;20246;42.6724, 9.20381;360
2B320;TALLONE;20270;42.1845, 9.46562;325
2B320;TALLONE;20270;42.1845, 9.46562;325
2B321;TARRANO;20234;42.3442, 9.40173;15
2B327;TOMINO;20248;42.944, 9.4463;216
2B328;TOX;20270;42.2442, 9.44293;99
2B332;URTACA;20218;42.6208, 9.14775;225
2B342;VENTISERI;20240;41.941, 9.36287;2521
2B342;VENTISERI;20240;41.941, 9.36287;2521
2B354;VIVARIO;20219;42.1524, 9.12066;446
2B355;VOLPAJOLA;20290;42.52, 9.36071;458
02046;BARENTON BUGNY;02000;49.6219, 3.66103;557
02047;BARENTON CEL;02000;49.6478, 3.6447;127
02054;BAZOCHES SUR VESLES;02220;49.3071, 3.61583;469
02056;BEAUMONT EN BEINE;02300;49.6875, 3.13133;173
02058;BEAURIEUX;02160;49.4028, 3.75287;825
02066;BENAY;02440;49.7551, 3.3091;210
02068;BERLANCOURT;02250;49.7809, 3.75711;112
02070;BERNOT;02120;49.8794, 3.48665;454
02076;BERTRICOURT;02190;49.3975, 4.01146;174
02082;BEUGNEUX;02210;49.2276, 3.41647;109
02084;BEZU LE GUERY;02310;49.0103, 3.22765;267
02089;BILLY SUR AISNE;02200;49.3557, 3.3761;1184
02090;BILLY SUR OURCQ;02210;49.2215, 3.29903;225
02108;BOURGUIGNON SOUS MONTBAVIN;02000;49.5288, 3.53777;156
02110;BRAINE;02220;49.3485, 3.53597;2291
02111;BRANCOURT EN LAONNOIS;02320;49.5176, 3.41282;717
02114;BRASLES;02400;49.0568, 3.42453;1475
02121;BRENY;02210;49.1843, 3.34973;261
02124;BRISSY HAMEGICOURT;02240;49.7433, 3.39969;672
02126;BRUNEHAMEL;02360;49.7718, 4.18649;492
02131;BUCY LE LONG;02880;49.3884, 3.39829;1965
02136;BURELLES;02140;49.7687, 3.91196;134
02138;BUZANCY;02200;49.31, 3.34787;190
02140;CAMELIN;02300;49.5205, 3.12855;462
02142;CASTRES;02680;49.8014, 3.25325;249
02151;CERNY LES BUCY;02870;49.5779, 3.54647;120
02152;CERSEUIL;02220;49.3248, 3.51747;92
02157;CHAMBRY;02000;49.5986, 3.67201;843
02167;CHASSEMY;02370;49.3783, 3.50271;889
02172;CHAUDUN;02200;49.315, 3.25276;253
02183;CHEVREGNY;02000;49.4661, 3.59365;202
02187;CHIERRY;02400;49.0352, 3.43302;1098
02189;CHIVRES EN LAONNOIS;02350;49.6269, 3.85603;382
78220;LES ESSARTS LE ROI;78690;48.716, 1.89525;6956
78224;L ETANG LA VILLE;78620;48.8674, 2.06049;4831
78231;FAVRIEUX;78200;48.9448, 1.64167;148
78251;FOURQUEUX;78112;48.8853, 2.05563;4197
78255;FRENEUSE;78840;49.0495, 1.61035;4486
78261;GAILLON SUR MONTCIENT;78250;49.0299, 1.89797;694
78278;GOUPILLIERES;78770;48.8811, 1.7668;521
78289;GROSROUVRE;78490;48.7803, 1.75723;943
78291;GUERVILLE;78930;48.9524, 1.74081;2172
78296;GUITRANCOURT;78440;49.0076, 1.77906;612
78299;HARDRICOURT;78250;49.0109, 1.8873;2167
78300;HARGEVILLE;78790;48.8952, 1.74615;446
78310;HOUDAN;78550;48.7989, 1.59677;3593
78334;LEVIS ST NOM;78320;48.7266, 1.93544;1677
78344;LOMMOYE;78270;48.9974, 1.51644;680
78346;LONGNES;78980;48.9229, 1.57947;1464
78349;LONGVILLIERS;78730;48.5742, 1.9992;506
78350;LOUVECIENNES;78430;48.859, 2.11364;7359
78364;MARCQ;78770;48.8642, 1.82382;758
78367;MAREIL MARLY;78750;48.8808, 2.07668;3680
78396;LE MESNIL LE ROI;78600;48.9258, 2.12217;6453
78403;MEZY SUR SEINE;78250;49.0033, 1.8692;2046
78404;MILLEMONT;78940;48.8081, 1.72532;251
78406;MILON LA CHAPELLE;78470;48.7285, 2.04662;282
78407;MITTAINVILLE;78125;48.6632, 1.63565;617
78418;MONTESSON;78360;48.9172, 2.13993;15440
78420;MONTFORT L AMAURY;78490;48.7713, 1.80895;3038
78431;MORAINVILLIERS;78630;48.9343, 1.9455;2843
78472;ORSONVILLE;78660;48.4779, 1.82684;341
78484;PERDREAUVILLE;78200;48.9705, 1.61325;638
78497;POIGNY LA FORET;78125;48.6829, 1.7544;993
78499;PONTHEVRARD;78730;48.5499, 1.90806;632
78520;RICHEBOURG;78550;48.8248, 1.6346;1529
78528;ROLLEBOISE;78270;49.0192, 1.60183;406
78545;ST CYR L ECOLE;78210;48.8066, 2.06593;18835
78548;ST FORGET;78720;48.7128, 1.99704;522
78551;ST GERMAIN EN LAYE;78100;48.9407, 2.09871;41719
78601;SONCHAMP;78120;48.5881, 1.86889;1708
78608;LE TERTRE ST DENIS;78980;48.9425, 1.60841;125
78616;THOIRY;78770;48.8725, 1.7978;1445
78620;TOUSSUS LE NOBLE;78117;48.7466, 2.11791;1216
78624;TRIEL SUR SEINE;78510;48.978, 2.00877;12150
78650;LE VESINET;78110;48.8939, 2.13039;16466
78655;VIEILLE EGLISE EN YVELINES;78125;48.6697, 1.8748;739
78674;VILLEPREUX;78450;48.8311, 2.01309;10245
79001;L ABSIE;79240;46.6476, -0.559274;966
79005;AIRVAULT;79600;46.833, -0.13588;3048
79005;AIRVAULT;79600;46.833, -0.13588;3048
79008;AMAILLOUX;79350;46.7495, -0.313468;850
79011;ARDILLEUX;79110;46.093, -0.0437628;183
79012;ARDIN;79160;46.4817, -0.555051;1285
79014;ARGENTON L EGLISE;79290;47.053, -0.251511;1661
79018;AUBIGNE;79110;46.0428, -0.146119;217
79024;AZAY LE BRULE;79400;46.4045, -0.267457;2004
79030;BEAUSSAIS VITRE;79370;46.2826, -0.154593;1044
79042;BOUGON;79800;46.3681, -0.0584226;186
79046;LE BOURDET;79210;46.2384, -0.635205;601
79047;BOUSSAIS;79600;46.8186, -0.263669;464
79048;LA CRECHE;79260;46.3657, -0.309033;5653
79049;BRESSUIRE;79300;46.8546, -0.479376;20406
79051;LE BREUIL BERNARD;79320;46.7138, -0.556792;526
79058;BRULAIN;79230;46.2053, -0.31428;751
79066;CHAMPDENIERS ST DENIS;79220;46.4802, -0.382333;1660
79066;CHAMPDENIERS ST DENIS;79220;46.4802, -0.382333;1660
79068;CHANTECORPS;79340;46.5027, -0.146777;330
79071;LA CHAPELLE BERTRAND;79200;46.6182, -0.19116;489
79076;LA CHAPELLE ST LAURENT;79430;46.7323, -0.466366;2015
79079;MAULEON;79700;46.9468, -0.747143;8697
79080;CHATILLON SUR THOUET;79200;46.6725, -0.260421;2755
79081;CHAURAY;79180;46.3517, -0.380482;7070
79095;CLUSSAIS LA POMMERAIE;79190;46.1863, 0.0320582;603
79106;COUTURE D ARGENSON;79110;45.9957, -0.0844692;377
79107;CREZIERES;79110;46.0796, -0.135322;45
79117;FAYE SUR ARDIN;79160;46.4423, -0.504776;625
79119;FENIOUX;79160;46.5407, -0.494171;667
79122;FONTENILLE ST MARTIN D ENTRAIGUES;79110;46.1121, -0.132411;575
79123;LA FORET SUR SEVRE;79380;46.7587, -0.648001;2380
79125;FORS;79230;46.2413, -0.414327;1823
79127;LA FOYE MONJAULT;79360;46.187, -0.533179;830
79137;GRANZAY GRIPT;79360;46.226, -0.480206;925
79141;IRAIS;79600;46.8755, -0.0957786;212
79145;LAGEON;79200;46.7304, -0.249501;352
79147;LARGEASSE;79240;46.6817, -0.514613;743
79154;LOUBILLE;79110;46.0439, -0.0643027;393
79156;LOUIN;79600;46.783, -0.207527;699
79167;MARNES;79600;46.8532, -0.0177889;260
79172;MAZIERES EN GATINE;79310;46.5208, -0.323593;1020
79185;MOUGON;79370;46.2907, -0.296042;3502
79196;OIRON;79100;46.9369, -0.0842351;923
79209;PIERREFITTE;79330;46.865, -0.303291;350
79215;POUGNE HERISSON;79130;46.6603, -0.413918;378
79218;PRESSIGNY;79390;46.7517, -0.0845157;187
79226;LE RETAIL;79130;46.5633, -0.434628;286
79235;ST AMAND SUR SEVRE;79700;46.8795, -0.782455;1418
79238;ST AUBIN DU PLAIN;79300;46.9236, -0.470709;578
79246;STE EANNE;79800;46.3916, -0.134322;637
79251;ST GENARD;79500;46.1863, -0.134327;376
79271;ST MARC LA LANDE;79310;46.5254, -0.359877;366
79276;ST MARTIN DE ST MAIXENT;79400;46.3892, -0.203596;1124
79277;ST MARTIN DE SANZAY;79290;47.0747, -0.19476;1076
89242;MALIGNY;89800;47.8664, 3.79721;827
89247;MELISEY;89430;47.9203, 4.07551;265
89251;MERRY LA VALLEE;89110;47.7878, 3.31454;395
89255;MICHERY;89140;48.3122, 3.24557;1044
89260;MOLESMES;89560;47.6074, 3.4572;0
89261;MOLINONS;89190;48.2219, 3.54417;281
89265;MONTIGNY LA RESLE;89230;47.8624, 3.68202;609
89274;NAILLY;89100;48.2207, 3.20593;1289
89276;NEUVY SAUTOUR;89570;48.0446, 3.78543;951
89277;NITRY;89310;47.6766, 3.87692;368
89281;LES ORMES;89110;47.8457, 3.25863;328
89283;OUANNE;89560;47.6576, 3.4192;638
89285;PAILLY;89140;48.3418, 3.33362;278
89288;PAROY EN OTHE;89210;48.0304, 3.57535;196
89289;PAROY SUR THOLON;89300;47.9524, 3.37491;310
89292;PERCEY;89360;47.9688, 3.8375;246
89296;PERRIGNY SUR ARMANCON;89390;47.6867, 4.21866;130
89298;PIFFONDS;89330;48.0571, 3.14072;670
89308;PONT SUR VANNE;89190;48.1959, 3.43714;198
89309;PONT SUR YONNE;89140;48.2787, 3.19347;3469
89311;POURRAIN;89240;47.7657, 3.41156;1457
89314;PREGILBERT;89460;47.6364, 3.68092;193
89318;QUARRE LES TOMBES;89630;47.3578, 4.00358;663
89328;ROUVRAY;89230;47.8983, 3.66932;412
89334;LE VAL D OCRE;89110;47.8214, 3.29048;597
89334;LE VAL D OCRE;89110;47.8214, 3.29048;597
89335;ST AUBIN SUR YONNE;89300;47.9998, 3.36292;426
89336;ST BRANCHER;89630;47.4295, 3.99056;303
89341;ST CYR LES COLONS;89800;47.7305, 3.76285;453
89345;ST FLORENTIN;89600;47.997, 3.70473;4572
89354;ST MARTIN DU TERTRE;89100;48.2055, 3.24083;1607
89359;ST MAURICE AUX RICHES HOMMES;89190;48.3294, 3.49859;421
89379;SAVIGNY EN TERRE PLAINE;89420;47.4936, 4.08359;170
89380;SAVIGNY SUR CLAIRIS;89150;48.0763, 3.08345;461
89385;SENNEVOY LE BAS;89160;47.8009, 4.30964;109
89391;SERGINES;89140;48.3456, 3.25061;1334
89398;SORMERY;89570;48.1049, 3.75967;353
89403;STIGNY;89160;47.7795, 4.2389;120
89408;TANNERRE EN PUISAYE;89350;47.7354, 3.13907;292
89415;THORY;89200;47.571, 3.91643;213
89416;THURY;89520;47.5889, 3.3009;451
89438;VENOY;89290;47.8055, 3.65434;1973
89441;VERMENTON;89270;47.673, 3.75772;1379
89446;VEZELAY;89450;47.4525, 3.71059;440
89451;VILLECHETIVE;89320;48.0957, 3.53017;241
89452;VILLECIEN;89300;48.0143, 3.339;396
89469;PERCENEIGE;89260;48.3524, 3.41042;973
89469;PERCENEIGE;89260;48.3524, 3.41042;973
89472;VILLIERS ST BENOIT;89130;47.7821, 3.22439;547
89473;VILLIERS SUR THOLON;89110;47.8927, 3.32228;0
89482;VIVIERS;89700;47.806, 3.92243;139
90001;ANDELNANS;90400;47.6032, 6.8657;1249
90003;ANJOUTEY;90170;47.7023, 6.9275;639
90005;AUXELLES BAS;90200;47.7287, 6.7839;489
90006;AUXELLES HAUT;90200;47.7498, 6.77834;302
90008;BAVILLIERS;90800;47.62, 6.83066;4969
90015;BOTANS;90400;47.5956, 6.84876;272
90024;CHAVANATTE;90100;47.5826, 7.07155;159
90025;CHAVANNES LES GRANDS;90100;47.5899, 7.04917;339
90026;CHEVREMONT;90340;47.6279, 6.92966;1668
90035;DORANS;90400;47.5847, 6.83725;732
90039;ESSERT;90850;47.6367, 6.81198;3380
90042;EVETTE SALBERT;90350;47.6727, 6.79639;2139
90045;FECHE L EGLISE;90100;47.5022, 6.95588;804
90049;FOUSSEMAGNE;90150;47.6378, 6.99719;931
90050;FRAIS;90150;47.6464, 6.98145;216
90058;LACHAPELLE SOUS ROUGEMONT;90360;47.7138, 7.01592;602
90067;MENONCOURT;90150;47.6789, 6.9504;413
90071;MONTREUX CHATEAU;90130;47.6079, 6.99446;1174
62075;BAINCTHUN;62360;50.7014, 1.71289;1345
62085;BASSEUX;62123;50.229, 2.64741;140
62100;BEAURAINVILLE;62990;50.4202, 1.90314;2118
62102;BECOURT;62240;50.6398, 1.90227;275
62104;BELLEBRUNE;62142;50.7327, 1.77772;378
62111;BERLENCOURT LE CAUROY;62810;50.2734, 2.42348;352
62114;BERMICOURT;62130;50.408, 2.2331;163
62123;BEUSSENT;62170;50.558, 1.81456;555
62125;BEUVREQUEN;62250;50.7988, 1.67421;452
62131;BIHUCOURT;62121;50.1269, 2.80101;366
62139;BLENDECQUES;62575;50.716, 2.27536;5205
62141;BLESSY;62120;50.6165, 2.33114;869
62151;BOISLEUX AU MONT;62175;50.2126, 2.77755;518
62156;BONNINGUES LES CALAIS;62340;50.8932, 1.77107;607
62157;BOUBERS LES HESMOND;62990;50.4791, 1.94658;87
62161;BOUQUEHAULT;62340;50.8161, 1.89974;746
62168;BOURTHES;62650;50.6134, 1.935;888
62175;BREVILLERS;62140;50.3474, 2.02125;163
62179;BRUNEMBERT;62240;50.7149, 1.8877;424
62181;BUCQUOY;62116;50.1459, 2.69723;1585
62185;BULLECOURT;62128;50.1927, 2.92876;246
62190;BUSNES;62350;50.5889, 2.51387;1312
62195;CALONNE SUR LA LYS;62350;50.6136, 2.60896;1604
62218;CAUCOURT;62150;50.3944, 2.57209;354
62235;CONDETTE;62360;50.6499, 1.63946;2631
62250;COURRIERES;62710;50.4532, 2.94633;10800
62254;COYECQUES;62560;50.6007, 2.18486;600
62261;CUCQ;62780;50.4861, 1.61294;5232
62261;CUCQ;62780;50.4861, 1.61294;5232
62265;DELETTES;62129;50.6223, 2.21752;1187
62266;DENIER;62810;50.2906, 2.44715;79
47260;ST MAURIN;47270;44.2158, 0.893637;469
47267;ST PIERRE DE BUZET;47160;44.2582, 0.270171;293
47277;ST SAUVEUR DE MEILHAN;47180;44.4854, -0.00584376;341
47279;ST SIXTE;47220;44.1281, 0.783278;368
47283;ST VITE;47500;44.4673, 0.933693;1194
47286;SAUMEJAN;47420;44.232, -0.0209875;95
47312;TOURNON D AGENAIS;47370;44.3925, 0.996019;728
47327;XAINTRAILLES;47230;44.2075, 0.256574;419
48002;ALBARET STE MARIE;48200;44.8864, 3.25064;591
48008;ARZENC DE RANDON;48170;44.6535, 3.61491;222
48009;AUMONT AUBRAC;48130;44.7234, 3.28133;2430
48015;PIED DE BORNE;48800;44.4805, 3.96858;214
48025;LES BESSONS;48200;44.7734, 3.24344;472
48028;LES BONDONS;48400;44.3983, 3.63428;148
48055;CULTURES;48230;44.4912, 3.38102;165
48057;ESTABLES;48700;44.676, 3.50877;165
48058;LA FAGE MONTIVERNOUX;48310;44.7473, 3.15153;165
48059;LA FAGE ST JULIEN;48200;44.7994, 3.20845;299
48064;FOURNELS;48310;44.8115, 3.12933;375
48068;GABRIAS;48100;44.5532, 3.3794;150
48093;MAS D ORCIERES;48190;44.4559, 3.71169;0
48097;MOISSAC VALLEE FRANCAISE;48110;44.1579, 3.79128;232
48099;BOURGS SUR COLAGNE;48100;44.5109, 3.22653;2229
48106;NOALHAC;48310;44.7989, 3.11483;94
48116;PONT DE MONTVERT SUD MONT LOZERE;48220;44.3743, 3.76918;607
48123;RECOULES D AUBRAC;48260;44.6928, 3.03731;197
48126;RIBENNES;48700;44.6499, 3.386;171
48132;ST ALBAN SUR LIMAGNOLE;48120;44.7967, 3.40322;1374
48135;ST ANDRE CAPCEZE;48800;44.4178, 3.9423;176
48141;MAS ST CHELY;48210;44.3091, 3.4144;126
48157;STE HELENE;48190;44.52, 3.60341;93
48160;ST JEAN LA FOUILLOUSE;48170;44.7097, 3.69002;166
48161;ST JUERY;48310;44.8299, 3.08371;67
48162;CANS ET CEVENNES;48400;44.3014, 3.68067;0
48162;CANS ET CEVENNES;48400;44.3014, 3.68067;0
48182;ST SAUVEUR DE GINESTOUX;48170;44.7018, 3.61536;59
48185;LES SALELLES;48230;44.4847, 3.27413;171
48189;SERVIERES;48000;44.5862, 3.4177;186
48190;TERMES;48310;44.8259, 3.16928;217
49003;TUFFALUN;49700;47.2574, -0.337428;1815
49008;ANGRIE;49440;47.5778, -0.968143;958
49010;ARMAILLE;49420;47.7135, -1.13786;321
49011;ARTANNES SUR THOUET;49260;47.2019, -0.0969244;439
35290;ST MALON SUR MEL;35750;48.0944, -2.11182;602
35300;ST M HERVE;35500;48.1725, -1.11097;1414
35301;ST M HERVON;35360;48.2283, -2.06532;562
35302;ST ONEN LA CHAPELLE;35290;48.1695, -2.15569;1217
35304;ST OUEN DES ALLEUX;35140;48.327, -1.42764;1313
35305;ST PERAN;35380;48.0567, -2.06502;410
35306;ST PERE;35430;48.5842, -1.92916;2419
35321;SAULNIERES;35320;47.9195, -1.57761;745
35322;LE SEL DE BRETAGNE;35320;47.8978, -1.6061;1108
35324;LA SELLE EN LUITRE;35133;48.321, -1.15116;599
35325;LA SELLE GUERCHAISE;35130;47.9427, -1.16949;168
35332;TEILLAY;35620;47.8078, -1.52231;1083
35337;TINTENIAC;35190;48.3232, -1.83043;3623
35341;TREMBLAY;35460;48.4173, -1.45788;1623
35347;VAL D IZE;35450;48.1899, -1.30478;2651
35350;VERGEAL;35680;48.0358, -1.25557;820
35353;VEZIN LE COQUET;35132;48.1172, -1.74956;5500
35354;VIEUX VIEL;35610;48.5011, -1.55308;324
35359;VISSEICHE;35130;47.9598, -1.29877;819
36002;AIZE;36150;47.1079, 1.70662;118
36004;ANJOUIN;36210;47.2009, 1.80745;338
36008;ARPHEUILLES;36700;46.8998, 1.27398;232
36015;BEAULIEU;36310;46.3855, 1.29761;63
36016;BELABRE;36370;46.5556, 1.16199;1000
36024;BRETAGNE;36110;46.9991, 1.69787;154
36029;BUXEUIL;36150;47.1269, 1.69487;224
36032;CEAULMONT;36200;46.5303, 1.55681;754
36034;CHABRIS;36210;47.2519, 1.66199;2775
36035;CHAILLAC;36310;46.426, 1.29156;1084
36038;CHAMPILLET;36160;46.5468, 2.10739;162
36051;CHITRAY;36800;46.6595, 1.35962;183
36067;DUNET;36310;46.4695, 1.28603;107
36073;FEUSINES;36160;46.5123, 2.10014;208
36079;FRANCILLON;36110;46.9464, 1.55777;76
36084;GOURNAY;36230;46.5964, 1.73496;313
36085;GUILLY;36150;47.0854, 1.73471;250
36090;JEU MALOCHES;36240;47.0475, 1.44169;133
36091;LACS;36400;46.5914, 2.0365;684
36092;LANGE;36600;47.074, 1.50748;300
36098;LIZERAY;36100;46.9851, 1.9034;87
36104;LURAIS;36220;46.6879, 0.937217;251
36105;LUREUIL;36220;46.7465, 1.0381;271
36113;MARTIZAY;36220;46.7999, 1.03953;1003
36115;MENETOU SUR NAHON;36210;47.224, 1.63664;123
36125;MIGNY;36260;47.0162, 2.0528;132
36127;MONTGIVRAY;36400;46.5962, 1.9663;1671
36138;NERET;36400;46.5724, 2.14124;209
36143;NOHANT VIC;36400;46.6401, 1.95678;477
36152;PAUDY;36260;47.0347, 1.9203;480
36157;LA PEROUILLE;36350;46.7096, 1.51526;471
36166;PREAUX;36240;47.0305, 1.30603;162
36167;PREUILLY LA VILLE;36220;46.6981, 0.980437;172
36170;REBOURSIN;36150;47.1082, 1.81208;110
36171;REUILLY;36260;47.0801, 2.0108;2085
36185;ST CHRISTOPHE EN BAZELLE;36210;47.1876, 1.71219;410
36186;ST CHRISTOPHE EN BOUCHERIE;36400;46.6797, 2.11586;253
36190;STE FAUSTE;36100;46.8546, 1.87114;283
71469;ST PIERRE LE VIEUX;71520;46.2872, 4.52518;359
71470;ST POINT;71520;46.3371, 4.62127;340
71473;ST RACHO;71800;46.2627, 4.37371;183
71477;ST ROMAIN SOUS GOURDON;71230;46.6171, 4.41147;486
71478;ST ROMAIN SOUS VERSIGNY;71420;46.6523, 4.18495;91
71479;ST SERNIN DU BOIS;71200;46.8386, 4.42378;1920
71481;ST SYMPHORIEN D ANCELLES;71570;46.1956, 4.77196;1196
71486;ST VALLIER;71230;46.6431, 4.35996;8943
71488;ST VINCENT DES PRES;71250;46.4749, 4.55522;115
71494;LA SALLE;71260;46.409, 4.86087;570
71502;SASSENAY;71530;46.8333, 4.91806;1630
71505;SAVIANGES;71460;46.6899, 4.60175;76
71515;SERCY;71460;46.6008, 4.69328;100
71519;SERRIGNY EN BRESSE;71310;46.8249, 5.12195;196
71521;SIGY LE CHATEL;71250;46.555, 4.57085;97
71522;SIMANDRE;71290;46.6123, 4.98702;1736
71537;THIL SUR ARROUX;71190;46.8041, 4.09212;146
71539;TINTRY;71490;46.9319, 4.48929;79
71541;TORPES;71270;46.839, 5.33546;387
71542;TOULON SUR ARROUX;71320;46.6827, 4.14774;1626
71546;TRAMBLY;71520;46.331, 4.53251;404
71554;VARENNE L ARCONCE;71110;46.3413, 4.15697;125
71559;VARENNES SOUS DUN;71800;46.2783, 4.33879;607
71562;VAUDEBARRIER;71120;46.4166, 4.31201;268
71565;VENDENESSE SUR ARROUX;71130;46.6313, 4.06699;591
71567;VERGISSON;71960;46.3096, 4.71007;260
71573;VERSAUGUES;71110;46.3675, 4.07048;211
71584;VIRE;71260;46.4446, 4.84967;1177
71589;VITRY SUR LOIRE;71140;46.6796, 3.71763;446
72011;ASSE LE BOISNE;72130;48.3217, -0.00324343;937
72017;AUVERS SOUS MONTFAUCON;72540;48.0012, -0.0746551;248
72019;AVESSE;72350;47.9573, -0.267296;383
72020;AVEZE;72400;48.2343, 0.672496;774
72021;AVOISE;72430;47.8599, -0.193085;625
72022;LE BAILLEUL;72200;47.7724, -0.179562;1256
72023;BALLON ST MARS;72290;48.1716, 0.22652;2220
72023;BALLON ST MARS;72290;48.1716, 0.22652;2220
01004;AMBERIEU EN BUGEY;01500;45.9608, 5.37293;14631
01015;ARBOYS EN BUGEY;01300;45.7238, 5.65263;649
01015;ARBOYS EN BUGEY;01300;45.7238, 5.65263;649
01024;ATTIGNAT;01340;46.2862, 5.17952;3396
01026;BAGE LE CHATEL;01380;46.3077, 4.92862;956
01032;BELIGNEUX;01360;45.8591, 5.13989;3387
01042;BEY;01290;46.2192, 4.84643;285
01058;BREGNIER CORDON;01300;45.6417, 5.61653;875
01060;BRENOD;01110;46.076, 5.61418;558
01062;BRESSOLLES;01360;45.8694, 5.10094;902
01065;BUELLAS;01310;46.2104, 5.14487;1818
01067;CEIGNES;01430;46.1257, 5.49457;267
01068;CERDON;01450;46.072, 5.47578;792
01072;CEYZERIAT;01250;46.1832, 5.32007;3202
01073;CEYZERIEU;01350;45.8336, 5.71933;1051
01078;CHALLEX;01630;46.1768, 5.97115;1386
01079;CHAMPAGNE EN VALROMEY;01260;45.9316, 5.69322;844
01080;CHAMPDOR CORCELLES;01110;46.0199, 5.60009;678
01081;CHAMPFROMIER;01410;46.2204, 5.82234;750
01084;CHANOZ CHATENAY;01400;46.1862, 5.02808;821
01090;CHATENAY;01320;46.0259, 5.20486;343
01096;CHAVEYRIAT;01660;46.1992, 5.05641;1030
01101;CHEVILLARD;01430;46.1104, 5.58116;165
01103;CHEVRY;01170;46.2832, 6.04708;1579
01115;CONFRANCON;01310;46.2703, 5.05775;1358
01116;CONTREVOZ;01300;45.8009, 5.62088;518
01121;CORLIER;01110;46.0337, 5.49636;113
01123;CORMORANCHE SUR SAONE;01290;46.2404, 4.82766;1133
01125;CORVEISSIAT;01250;46.2505, 5.47152;634
01129;CRANS;01320;45.9664, 5.1949;271
01133;CRESSIN ROCHEFORT;01350;45.7826, 5.76546;400
01144;DOMMARTIN;01380;46.3363, 4.99864;908
01145;DOMPIERRE SUR VEYLE;01240;46.0668, 5.21665;1193
01151;DRUILLAT;01160;46.0676, 5.29362;1170
01153;ECHENEVEX;01170;46.3161, 6.01926;2309
01154;ETREZ;01340;46.3381, 5.19286;838
01166;FRANS;01480;45.9939, 4.78033;2322
01174;GIRON;01130;46.2227, 5.7805;184
01179;GRIEGES;01290;46.2634, 4.84621;1941
01186;HOSTIAZ;01110;45.9062, 5.54078;88
01187;HAUT VALROMEY;01260;46.0317, 5.70267;725
